,coef,std_err,t_or_z,p_value,ci_lower,ci_upper
Intercept,-1.853957215984852,0.5425940283042435,-3.416840435525952,0.0006335239958035568,-2.917421969687676,-0.7904924622820282
socialNbFollowers_log,1.3018836477110625,0.04514260785484735,28.839353984536544,6.890694503008648e-183,1.2134057621473466,1.3903615332747783
socialProductsLiked_log,0.02443563837982572,0.012899301522500026,1.8943381032843571,0.05818014648910778,-0.0008465280299970179,0.049717804789648455
seniority_centered,0.0012053922738524524,0.0013854825901738535,0.8700161823767104,0.384291560781016,-0.0015101037040955684,0.003920888251800474
seniority_centered_sq,1.7498612661684037e-05,1.9232640054437143e-05,0.909839346660416,0.36290724070582614,-2.019666917263523e-05,5.519389449600331e-05
is_female,-0.16190090476686878,0.0460114308340572,-3.5187104993707643,0.0004336496391166562,-0.25208165207877664,-0.07172015745496092
